NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Christoph Baumgartner,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CAM,Bronze,63,75,51,61,63,56,58
Abdoulaye Dabo,FC Nantes,France Ligue 1,LM,Bronze,63,56,41,55,57,59,68
Ismail Jakobs,1. FC Köln,Germany 1. Bundesliga,LB,Bronze,62,81,48,49,68,47,71
Darko Churlinov,1. FC Köln,Germany 1. Bundesliga,LM,Bronze,62,63,49,58,61,61,68
Bilal Benkhedim,AS Saint-Étienne,France Ligue 1,CAM,Bronze,62,67,52,59,66,61,36
Jonas Carls,FC Schalke 04,Germany 1. Bundesliga,LB,Bronze,62,78,53,55,63,26,53
Andrei Rațiu,Villarreal CF,Spain Primera Division,RB,Bronze,62,73,53,60,67,38,42
Maxen Kapo,Paris Saint-Germain,France Ligue 1,CDM,Bronze,62,62,54,56,57,60,81
Edgar,Real Betis Balompié,Spain Primera Division,CB,Bronze,62,56,28,37,44,60,67
Josh Benson,Burnley,England Premier League,CM,Bronze,62,75,40,50,59,57,59
Fabrizio Ramírez,O'Higgins,Chile Campeonato Nacional Scotiabank,CM,Bronze,62,75,60,60,65,37,52
Felix Nmecha,Manchester City,England Premier League,CAM,Bronze,62,63,50,56,58,61,64
Boubacar Fofana,Olympique Lyonnais,France Ligue 1,LM,Bronze,62,74,29,54,60,56,62
Renzo López,O'Higgins,Chile Campeonato Nacional Scotiabank,ST,Bronze,62,80,50,57,61,55,62
Abdoul-Kader Bamba,FC Nantes,France Ligue 1,CAM,Bronze,62,69,44,58,64,63,65
Ki-Jana Hoever,Liverpool,England Premier League,RB,Bronze,62,46,27,49,55,63,67
Billy Gilmour,Chelsea,England Premier League,CM,Bronze,62,60,30,37,42,61,67
Dani Sandoval,Levante UD,Spain Primera Division,LM,Bronze,62,64,33,42,45,60,75
Amadou Dia Ndiaye,FC Metz,France Ligue 1,ST,Bronze,62,69,31,52,54,62,67
Amir Adouyev,Montpellier HSC,France Ligue 1,CAM,Bronze,62,94,60,49,64,27,64
Mathieu Gonçalves,Toulouse FC,France Ligue 1,LB,Bronze,62,59,23,32,38,61,70
Pol Lozano,RCD Espanyol,Spain Primera Division,CM,Bronze,62,73,40,57,63,55,66
Jordi Sánchez,Valencia CF,Spain Primera Division,ST,Bronze,62,76,30,37,58,63,54
David Philipp,Werder Bremen,Germany 1. Bundesliga,CAM,Bronze,62,68,60,46,66,28,56
Virgile Pinson,Stade de Reims,France Ligue 1,ST,Bronze,62,70,59,55,64,30,62
Reo Griffiths,Olympique Lyonnais,France Ligue 1,ST,Bronze,62,57,60,61,62,48,70
Matthew Longstaff,Newcastle United,England Premier League,CM,Bronze,62,71,53,56,66,57,61
Williams Alarcón,CD Viñazur,Chile Campeonato Nacional Scotiabank,CM,Bronze,62,81,56,53,65,24,53
Alessandro Buongiorno,Torino,Italy Serie A,LB,Bronze,62,69,54,60,64,51,69
Nnamdi Ofoborh,Bournemouth,England Premier League,CM,Bronze,62,74,61,55,65,32,58
Fraser Hornby,Everton,England Premier League,ST,Bronze,62,68,35,60,58,60,69
Moataz Zemzemi,RC Strasbourg,France Ligue 1,LM,Bronze,62,62,32,48,51,60,65
Florian Mayer,Borussia M'gladbach,Germany 1. Bundesliga,CB,Bronze,62,52,60,46,63,30,68
Erik Figueroa,Union La Calera,Chile Campeonato Nacional Scotiabank,CB,Bronze,62,70,42,54,57,60,66
Nicolás Díaz,Palestino,Chile Campeonato Nacional Scotiabank,CB,Bronze,62,74,52,55,63,57,64
Azzeddine Toufiqui,Paris Saint-Germain,France Ligue 1,CM,Bronze,62,53,25,38,45,60,71
Owusu Kwabena,CD Leganés,Spain Primera Division,LM,Bronze,62,57,48,57,59,57,63
Luca Ranieri,Fiorentina,Italy Serie A,CB,Bronze,62,51,28,31,35,62,72
Alessandro Semprini,Brescia,Italy Serie A,RB,Bronze,62,72,51,62,61,56,69
Matteo Gabbia,Milan,Italy Serie A,CB,Bronze,62,32,40,58,49,61,76
Víctor Méndez,Unión Española,Chile Campeonato Nacional Scotiabank,CDM,Bronze,62,92,43,50,59,59,66
Carlos Cisternas,Curicó Unido,Chile Campeonato Nacional Scotiabank,CM,Bronze,62,69,30,53,57,60,59
Julio Villalba,Borussia M'gladbach,Germany 1. Bundesliga,ST,Bronze,62,79,59,49,63,20,56
Torben Müsel,Borussia M'gladbach,Germany 1. Bundesliga,ST,Bronze,62,64,33,51,59,62,66
Alex Dobre,Bournemouth,England Premier League,LM,Bronze,62,51,65,60,59,32,69
Julius Kade,1. FC Union Berlin,Germany 1. Bundesliga,CAM,Bronze,62,66,47,61,61,60,73
Connor Johnson,Wolverhampton Wanderers,England Premier League,CB,Bronze,62,70,59,51,60,40,62
Patrick Asmah,Atalanta,Italy Serie A,LB,Bronze,62,68,37,55,57,60,70
Enzo Guerrero,Palestino,Chile Campeonato Nacional Scotiabank,CB,Bronze,62,72,59,52,61,36,64
Massimiliano Mangraviti,Brescia,Italy Serie A,CB,Bronze,62,69,52,57,58,57,70
Mamadou Doucouré,Borussia M'gladbach,Germany 1. Bundesliga,CB,Bronze,62,78,55,57,66,27,48
Juan Victoria,Granada CF,Spain Primera Division,ST,Bronze,62,33,29,39,38,60,73
Benny Ashley-Seal,Wolverhampton Wanderers,England Premier League,ST,Bronze,62,54,54,53,51,59,67
David Salazar,O'Higgins,Chile Campeonato Nacional Scotiabank,ST,Bronze,62,80,58,54,62,36,62
Fabian Ahumada,Palestino,Chile Campeonato Nacional Scotiabank,ST,Bronze,62,60,35,48,39,60,67
Adam Phillips,Burnley,England Premier League,CM,Bronze,62,82,59,43,56,20,57
Pierluigi Cappelluzzo,Hellas Verona,Italy Serie A,ST,Bronze,62,71,29,47,64,59,54
Fran Serrano,Granada CF,Spain Primera Division,CB,Bronze,62,61,31,46,56,62,58
Jorge Araya,Palestino,Chile Campeonato Nacional Scotiabank,CM,Bronze,62,83,57,55,62,56,62
Misael Cubillos,Deportes Iquique,Chile Campeonato Nacional Scotiabank,RW,Bronze,62,47,27,40,47,61,64
Mario Larenas,Unión Española,Chile Campeonato Nacional Scotiabank,LB,Bronze,62,67,53,57,68,44,37
Diego Rosende,Palestino,Chile Campeonato Nacional Scotiabank,CM,Bronze,62,67,52,53,69,31,42
Juan Gutiérrez,Cobresal,Chile Campeonato Nacional Scotiabank,CM,Bronze,62,58,45,55,58,58,69
Francisco Sepúlveda,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,RB,Bronze,62,52,48,48,51,60,64
Callum Slattery,Southampton,England Premier League,CAM,Bronze,62,83,54,50,66,26,46
Mahdi Camara,AS Saint-Étienne,France Ligue 1,CM,Bronze,62,75,36,48,62,56,57
Francisco Sierralta,Udinese,Italy Serie A,RB,Bronze,62,78,30,50,61,58,62
Florian Baak,Hertha BSC,Germany 1. Bundesliga,CB,Bronze,62,67,45,61,62,38,45
Ibrahim Cissé,Angers SCO,France Ligue 1,CB,Bronze,62,43,28,29,36,61,71
Leandro Barreiro Martins,1. FSV Mainz 05,Germany 1. Bundesliga,CM,Bronze,62,67,43,59,67,35,37
Aidan Fitzpatrick,Norwich City,England Premier League,RM,Bronze,61,70,51,51,61,36,69
Maurice Malone,FC Augsburg,Germany 1. Bundesliga,ST,Bronze,61,63,61,55,64,31,51
Tom Krauß,RB Leipzig,Germany 1. Bundesliga,CM,Bronze,61,81,56,54,61,29,63
Jan-Luca Rumpf,SC Paderborn 07,Germany 1. Bundesliga,CB,Bronze,61,76,60,53,62,33,68
Adrien Lebeau,RC Strasbourg,France Ligue 1,CAM,Bronze,61,48,33,37,36,63,63
Simon Straudi,Werder Bremen,Germany 1. Bundesliga,RM,Bronze,61,74,45,51,59,58,62
Diego González,O'Higgins,Chile Campeonato Nacional Scotiabank,CM,Bronze,61,75,59,50,61,22,60
Diego Carrasco,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,CB,Bronze,61,77,61,46,64,25,44
Philimon Tawiah,SC Paderborn 07,Germany 1. Bundesliga,LB,Bronze,61,77,37,53,59,56,64
Gianluca Gaetano,Napoli,Italy Serie A,CAM,Bronze,61,56,33,45,60,59,66
Johannes Bühler,Fortuna Düsseldorf,Germany 1. Bundesliga,RM,Bronze,61,57,32,51,56,59,67
Héber García,Curicó Unido,Chile Campeonato Nacional Scotiabank,LW,Bronze,61,67,31,55,59,57,64
Kayne Ramsay,Southampton,England Premier League,RB,Bronze,61,58,30,39,34,59,74
Daishawn Redan,Hertha BSC,Germany 1. Bundesliga,ST,Bronze,61,81,55,56,62,57,56
Benjamin Goller,Werder Bremen,Germany 1. Bundesliga,RW,Bronze,61,65,57,45,59,26,69
Bastián Yáñez,Unión Española,Chile Campeonato Nacional Scotiabank,LM,Bronze,61,60,27,44,54,60,62
Hugo Magnetti,Stade Brestois 29,France Ligue 1,CM,Bronze,61,70,53,59,62,54,67
Armand Laurienté,Stade Rennais,France Ligue 1,RM,Bronze,61,59,61,58,62,25,67
Jonathan Meier,1. FSV Mainz 05,Germany 1. Bundesliga,LB,Bronze,61,70,40,59,63,56,61
Lucas Perrin,Olympique de Marseille,France Ligue 1,CB,Bronze,61,66,42,59,59,58,61
Lorenzo Gonzalez,Manchester City,England Premier League,ST,Bronze,61,74,33,52,62,55,61
Kennet Lara,Curicó Unido,Chile Campeonato Nacional Scotiabank,LB,Bronze,61,74,61,60,65,54,45
David Henriquez,Universidad Católica,Chile Campeonato Nacional Scotiabank,RW,Bronze,61,75,56,59,66,37,35
Curtis Jones,Liverpool,England Premier League,CM,Bronze,61,54,49,59,62,47,63
Wilson Piñones,Deportes Iquique,Chile Campeonato Nacional Scotiabank,LB,Bronze,61,63,57,41,53,24,75
Jacob Italiano,Borussia M'gladbach,Germany 1. Bundesliga,LM,Bronze,61,70,32,55,53,59,68
Diego Pampín,RC Celta de Vigo,Spain Primera Division,LB,Bronze,61,82,57,54,61,41,64
Keanan Bennetts,Borussia M'gladbach,Germany 1. Bundesliga,LM,Bronze,61,62,27,38,51,60,67
Sambou Sissoko,Stade de Reims,France Ligue 1,CDM,Bronze,61,64,44,54,57,59,61
Bryan Figueroa,Audax Italiano,Chile Campeonato Nacional Scotiabank,CAM,Bronze,61,73,36,51,59,61,62
Nicolás Fernández,Audax Italiano,Chile Campeonato Nacional Scotiabank,RM,Bronze,61,61,22,44,43,58,69
Kyle Taylor,Bournemouth,England Premier League,CAM,Bronze,61,74,53,52,64,30,54
Diego Urzúa,Curicó Unido,Chile Campeonato Nacional Scotiabank,CAM,Bronze,61,82,60,56,63,24,61
Élie Youan,FC Nantes,France Ligue 1,ST,Bronze,61,78,58,55,60,39,63
Nathan Holland,West Ham United,England Premier League,LM,Bronze,61,46,44,56,58,58,75
Alexandru Paşcanu,Leicester City,England Premier League,CB,Bronze,61,66,29,51,56,62,64
Alfredo Bifulco,Napoli,Italy Serie A,RM,Bronze,61,67,45,50,60,57,55
Eliseo Falcón,Levante UD,Spain Primera Division,CB,Bronze,61,73,45,53,57,57,60
John Salas,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,RB,Bronze,61,71,35,49,55,57,67
Camilo Moya,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,CDM,Bronze,61,60,36,54,54,57,66
Salvador Cordero,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,LB,Bronze,61,59,50,56,59,58,64
Felipe Saavedra,Curicó Unido,Chile Campeonato Nacional Scotiabank,LB,Bronze,61,69,57,56,62,28,52
Jamie Sterry,Newcastle United,England Premier League,RB,Bronze,61,53,59,44,54,25,70
Jorge Henríquez,Audax Italiano,Chile Campeonato Nacional Scotiabank,CM,Bronze,61,70,33,39,62,59,63
Giovanni Sbrissa,Sassuolo,Italy Serie A,CM,Bronze,61,61,32,38,43,61,64
José Luis Sierra,Unión Española,Chile Campeonato Nacional Scotiabank,ST,Bronze,61,75,55,54,64,29,51
Diego Orellana,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,CM,Bronze,61,75,27,46,54,58,46
Alexis Alégué,FC Nantes,France Ligue 1,RM,Bronze,61,79,30,52,63,54,60
Ismaël Aaneba,RC Strasbourg,France Ligue 1,RB,Bronze,61,77,30,38,64,58,59
Flavio Rojas,Cobresal,Chile Campeonato Nacional Scotiabank,CB,Bronze,60,73,45,56,63,36,39
Rodrigo Castro,Deportes Iquique,Chile Campeonato Nacional Scotiabank,CAM,Bronze,60,77,51,51,62,54,50
Niklas Kölle,1. FSV Mainz 05,Germany 1. Bundesliga,LB,Bronze,60,71,48,53,61,55,50
Ulrick Eneme-Ella,Amiens SC,France Ligue 1,CAM,Bronze,60,69,55,45,61,21,53
Bryan Soumaré,Dijon FCO,France Ligue 1,CM,Bronze,60,73,59,54,60,26,62
Moussa Diarra,Toulouse FC,France Ligue 1,LB,Bronze,60,67,30,50,57,61,60
Ilia Gruev,Werder Bremen,Germany 1. Bundesliga,CDM,Bronze,60,74,38,52,61,54,57
Camilo Gaínza,Deportes Iquique,Chile Campeonato Nacional Scotiabank,CAM,Bronze,60,72,39,38,47,58,70
Tobias Raschl,Borussia Dortmund,Germany 1. Bundesliga,CDM,Bronze,60,65,45,57,64,41,60
Paul Glatzel,Liverpool,England Premier League,ST,Bronze,60,74,43,58,59,36,58
Rodrigo Cabrera,Cobresal,Chile Campeonato Nacional Scotiabank,CB,Bronze,60,70,54,61,64,52,61
Erick Wiemberg,Union La Calera,Chile Campeonato Nacional Scotiabank,LB,Bronze,60,82,27,35,42,58,63
Dusan Vlahovic,Fiorentina,Italy Serie A,ST,Bronze,60,71,56,56,58,61,77
Näis Djouahra,Real Sociedad,Spain Primera Division,CAM,Bronze,60,63,56,60,61,53,62
Valentin Gendrey,Amiens SC,France Ligue 1,RB,Bronze,60,65,53,61,62,44,58
Alessandro Tripaldelli,Sassuolo,Italy Serie A,LB,Bronze,60,50,29,38,44,59,67
Felix Schwarzholz,FC Augsburg,Germany 1. Bundesliga,CDM,Bronze,60,80,45,52,62,48,62
Mouhamed Belkheir,Torino,Italy Serie A,ST,Bronze,60,72,38,52,48,58,66
Marash Kumbulla,Hellas Verona,Italy Serie A,CB,Bronze,60,73,36,53,62,57,74
Max Kilman,Wolverhampton Wanderers,England Premier League,CB,Bronze,60,64,30,46,58,57,69
Dominik Wanner,Borussia Dortmund,Germany 1. Bundesliga,LM,Bronze,60,69,37,50,55,58,64
Adam Lewis,Liverpool,England Premier League,LB,Bronze,60,55,55,57,58,57,67
Maurice Čović,Hertha BSC,Germany 1. Bundesliga,RM,Bronze,60,39,43,46,52,61,70
Jack Lahne,Amiens SC,France Ligue 1,ST,Bronze,60,50,60,59,64,50,61
Benjamín Garré,Manchester City,England Premier League,LW,Bronze,60,55,59,48,55,27,73
Bobby Adekanye,Lazio,Italy Serie A,RW,Bronze,60,66,45,60,62,35,49
Ali Koiki,Burnley,England Premier League,LB,Bronze,60,52,36,41,44,56,70
Gabriele Gori,Fiorentina,Italy Serie A,ST,Bronze,60,53,62,47,55,22,48
Josué Homawoo,FC Nantes,France Ligue 1,CB,Bronze,60,75,26,33,45,56,66
Callum O'Hare,Aston Villa,England Premier League,CM,Bronze,60,72,34,56,60,53,50
Marco Pompetti,Sampdoria,Italy Serie A,CM,Bronze,60,72,58,45,60,21,53
Kévin Denkey,Nîmes Olympique,France Ligue 1,ST,Bronze,60,86,54,49,53,18,69
John Kitolano,Wolverhampton Wanderers,England Premier League,LWB,Bronze,60,62,33,51,57,57,54
Przemysław Bargiel,Milan,Italy Serie A,CAM,Bronze,60,76,57,43,58,22,45
Cihan Kahraman,1. FC Union Berlin,Germany 1. Bundesliga,CAM,Bronze,60,74,48,52,64,27,43
Joel Latibeaudiere,Manchester City,England Premier League,CB,Bronze,60,73,59,38,57,25,62
Kevin Vásquez,Union La Calera,Chile Campeonato Nacional Scotiabank,CDM,Bronze,60,54,24,42,51,60,53
Matt Butcher,Bournemouth,England Premier League,CM,Bronze,60,65,56,55,60,38,63
James Tilley,Brighton & Hove Albion,England Premier League,CAM,Bronze,60,78,40,48,65,56,48
Alejandro Melo,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,RM,Bronze,60,74,41,56,60,51,68
Diego Fernández,Deportes Iquique,Chile Campeonato Nacional Scotiabank,CM,Bronze,60,76,57,42,57,24,57
Marcus Barnes,Southampton,England Premier League,ST,Bronze,60,66,46,51,53,55,74
Lino Maldonado,Cobresal,Chile Campeonato Nacional Scotiabank,ST,Bronze,60,76,52,53,59,36,47
Sebastián Céspedes,Cobresal,Chile Campeonato Nacional Scotiabank,RW,Bronze,60,67,40,57,61,56,62
Ahmet Gürleyen,1. FSV Mainz 05,Germany 1. Bundesliga,CB,Bronze,60,66,48,57,59,35,58
Gabriele Corbo,Bologna,Italy Serie A,CB,Bronze,60,66,58,58,61,32,48
Bruno Jordão,Wolverhampton Wanderers,England Premier League,CM,Bronze,60,47,27,35,35,57,67
Jozo Stanić,FC Augsburg,Germany 1. Bundesliga,CB,Bronze,60,73,53,57,58,44,64
Yasser Larouci,Liverpool,England Premier League,LB,Bronze,59,71,57,41,58,24,65
Erkan Eyibil,1. FSV Mainz 05,Germany 1. Bundesliga,CAM,Bronze,59,65,56,58,61,53,63
Yerko González,O'Higgins,Chile Campeonato Nacional Scotiabank,RM,Bronze,59,73,39,49,60,56,70
Jayson Papeau,Amiens SC,France Ligue 1,CAM,Bronze,59,77,48,52,57,50,70
Jonathan Bumbu,Amiens SC,France Ligue 1,CM,Bronze,59,76,38,52,50,53,67
Fabian Rüdlin,SC Freiburg,Germany 1. Bundesliga,CDM,Bronze,59,75,58,52,60,42,55
Diego Aravena,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,CM,Bronze,59,69,27,45,51,57,66
Davide Merola,Inter,Italy Serie A,ST,Bronze,59,57,56,47,50,26,72
Jamie Bowden,Tottenham Hotspur,England Premier League,CDM,Bronze,59,64,52,60,58,43,53
Vicente Fernández,Universidad Católica,Chile Campeonato Nacional Scotiabank,LB,Bronze,59,64,61,56,59,31,60
Sanasi Sy,Amiens SC,France Ligue 1,LB,Bronze,59,55,51,58,64,39,45
Nelson Córdova,Unión Española,Chile Campeonato Nacional Scotiabank,RB,Bronze,59,66,33,49,56,53,59
James Daly,Crystal Palace,England Premier League,ST,Bronze,59,55,57,43,53,26,66
Fabrizio Manzo,Union La Calera,Chile Campeonato Nacional Scotiabank,CAM,Bronze,59,60,31,40,47,57,65
Kylian Kaïboue,Montpellier HSC,France Ligue 1,CDM,Bronze,59,65,55,39,54,28,69
Julian Rieckmann,Werder Bremen,Germany 1. Bundesliga,CB,Bronze,59,69,38,55,57,56,56
Raúl Sánchez,CD Leganés,Spain Primera Division,LM,Bronze,59,66,54,42,55,31,57
Şahverdi Çetin,Eintracht Frankfurt,Germany 1. Bundesliga,CDM,Bronze,59,55,31,35,41,59,58
Daniel Adshead,Norwich City,England Premier League,CM,Bronze,59,70,52,55,58,32,51
Tyler Cordner,Bournemouth,England Premier League,CB,Bronze,59,62,55,54,59,30,49
Juan Córdova,Huachipato,Chile Campeonato Nacional Scotiabank,RB,Bronze,59,74,53,54,59,33,55
Javier Altamirano,Huachipato,Chile Campeonato Nacional Scotiabank,CM,Bronze,59,70,30,44,53,54,61
Nya Kirby,Crystal Palace,England Premier League,CAM,Bronze,59,60,28,32,34,60,65
Davide Itter,VfL Wolfsburg,Germany 1. Bundesliga,RB,Bronze,59,67,47,53,65,29,49
Nicolas Baeza,Huachipato,Chile Campeonato Nacional Scotiabank,LB,Bronze,59,76,31,51,55,55,50
Ronaldo Abarca,Cobresal,Chile Campeonato Nacional Scotiabank,CAM,Bronze,59,73,58,45,60,20,55
Marin Šverko,1. FSV Mainz 05,Germany 1. Bundesliga,LB,Bronze,59,77,57,43,60,28,55
Luke Dreher,Crystal Palace,England Premier League,CM,Bronze,59,66,56,45,54,34,54
Vincenzo Millico,Torino,Italy Serie A,LW,Bronze,59,72,45,59,57,29,51
Sami Lahssaini,FC Metz,France Ligue 1,CM,Bronze,58,66,41,54,54,52,50
Maurice Opfermann Arc...,1. FC Union Berlin,Germany 1. Bundesliga,CDM,Bronze,58,58,31,50,46,58,53
Laurenz Dehl,1. FC Union Berlin,Germany 1. Bundesliga,CAM,Bronze,58,67,50,53,54,38,50
Cristóbal Marín,Audax Italiano,Chile Campeonato Nacional Scotiabank,CM,Bronze,58,68,47,53,62,43,51
Patrick Finger,Eintracht Frankfurt,Germany 1. Bundesliga,CAM,Bronze,58,62,26,41,36,54,68
Cheon Seong-Hoon,FC Augsburg,Germany 1. Bundesliga,ST,Bronze,58,69,49,49,51,56,70
Nils Stendera,Eintracht Frankfurt,Germany 1. Bundesliga,CM,Bronze,58,66,30,48,55,53,62
Brayan Vera,Lecce,Italy Serie A,CB,Bronze,58,64,47,52,60,53,56
Yerco Oyanedel,Universidad Católica,Chile Campeonato Nacional Scotiabank,LB,Bronze,58,68,47,52,59,55,55
Alaa Bakir,Borussia Dortmund,Germany 1. Bundesliga,RM,Bronze,58,81,56,46,62,18,47
Georgios Siadas,Fortuna Düsseldorf,Germany 1. Bundesliga,LB,Bronze,58,61,41,49,55,55,56
Max Sanders,Brighton & Hove Albion,England Premier League,CM,Bronze,58,75,55,45,58,23,61
Giovanni McGregor,Crystal Palace,England Premier League,CM,Bronze,58,68,38,51,55,55,55
Conor Coventry,West Ham United,England Premier League,CM,Bronze,58,63,42,56,59,47,57
Sidy Keba Coly,Roma,Italy Serie A,ST,Bronze,58,67,44,52,57,54,66
Alexandro Cavagnera,Milan,Italy Serie A,CDM,Bronze,58,67,42,52,57,56,67
Mickaël Nadé,AS Saint-Étienne,France Ligue 1,CB,Bronze,58,64,30,45,50,57,64
Ignacio Tapia,Huachipato,Chile Campeonato Nacional Scotiabank,CB,Bronze,58,70,33,45,53,55,67
Kian Flanagan,Crystal Palace,England Premier League,CAM,Bronze,58,48,52,56,55,55,56
Mésaque Djú,West Ham United,England Premier League,RM,Bronze,58,83,41,46,58,47,64
Timi Odusina,Norwich City,England Premier League,CB,Bronze,58,55,34,52,53,54,68
Jason Lokilo,Crystal Palace,England Premier League,RM,Bronze,58,53,40,57,54,48,50
Oskar Buur Rasmussen,Wolverhampton Wanderers,England Premier League,RWB,Bronze,58,64,36,54,56,44,43
Leonardo Fontanesi,Sassuolo,Italy Serie A,RB,Bronze,58,86,43,48,60,26,49
Joe Powell,West Ham United,England Premier League,LM,Bronze,58,54,25,30,32,55,65
Álvaro Delgado,Audax Italiano,Chile Campeonato Nacional Scotiabank,CAM,Bronze,58,70,46,50,60,31,37
Rob Nizet,Norwich City,England Premier League,LB,Bronze,57,71,38,55,51,50,60
Aboubacar Lô,FC Metz,France Ligue 1,CB,Bronze,57,65,56,50,59,22,63
José Bandez,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,CAM,Bronze,57,64,34,40,57,57,50
Zubimendi,Real Sociedad,Spain Primera Division,CM,Bronze,57,70,51,49,64,20,43
Sam Woods,Crystal Palace,England Premier League,CB,Bronze,57,68,50,51,56,52,50
Robbie Burton,Arsenal,England Premier League,CAM,Bronze,57,69,30,48,51,57,56
Oladapo Afolayan,West Ham United,England Premier League,ST,Bronze,57,73,47,51,59,34,54
Sami Ben Amar,Nîmes Olympique,France Ligue 1,ST,Bronze,57,65,27,39,45,58,56
Lennard Maloney,1. FC Union Berlin,Germany 1. Bundesliga,CB,Bronze,57,79,28,47,53,49,58
Sebastian Silva,Palestino,Chile Campeonato Nacional Scotiabank,CB,Bronze,57,51,29,38,43,53,67
Dan Kemp,West Ham United,England Premier League,RM,Bronze,57,76,27,35,57,54,58
Ryan Cooney,Burnley,England Premier League,RB,Bronze,57,66,45,55,56,54,66
Jake Vokins,Southampton,England Premier League,LB,Bronze,57,62,30,44,55,52,63
Tom Dele-Bashiru,Watford,England Premier League,CM,Bronze,57,64,53,37,49,18,60
Steve Shamal,Stade de Reims,France Ligue 1,ST,Bronze,57,65,20,35,32,52,64
Julian Albrecht,Hertha BSC,Germany 1. Bundesliga,CDM,Bronze,56,48,25,39,44,54,58
Brayan Palmezano,Huachipato,Chile Campeonato Nacional Scotiabank,CAM,Bronze,56,63,48,47,56,47,59
Radoslav Tsonev,Lecce,Italy Serie A,CM,Bronze,56,63,55,37,54,21,56
Owen Bailey,Newcastle United,England Premier League,CDM,Bronze,56,64,27,35,36,52,64
Dion Sanderson,Wolverhampton Wanderers,England Premier League,CB,Bronze,56,53,27,29,31,53,65
Michael Fuentes,Deportes Iquique,Chile Campeonato Nacional Scotiabank,CF,Bronze,56,62,27,37,36,51,66
Tyreece John-Jules,Arsenal,England Premier League,ST,Bronze,56,81,48,45,54,23,40
Gastón Zuñiga,O'Higgins,Chile Campeonato Nacional Scotiabank,RB,Bronze,56,63,52,41,55,26,47
Tyreke Wilson,Manchester City,England Premier League,LB,Bronze,56,65,36,47,60,50,50
Steven Alzate,Brighton & Hove Albion,England Premier League,CM,Bronze,56,69,52,39,50,19,58
Carlos Zarama,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,RW,Bronze,55,60,37,52,54,42,52
Claudio Navarrete,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,CB,Bronze,55,62,41,48,57,34,45
Mattia Zennaro,Genoa,Italy Serie A,CM,Bronze,55,65,44,49,54,23,37
Taylor Perry,Wolverhampton Wanderers,England Premier League,CM,Bronze,55,50,26,31,31,53,59
Ben Johnson,West Ham United,England Premier League,RB,Bronze,55,67,41,50,56,48,46
Fatih Ufuk,SC Paderborn 07,Germany 1. Bundesliga,CDM,Bronze,55,61,23,28,35,51,58
Nikola Tavares,Crystal Palace,England Premier League,CB,Bronze,55,62,52,39,53,17,53
Akin Famewo,Norwich City,England Premier League,CB,Bronze,55,61,49,39,59,26,52
Pedro Sánchez,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,CF,Bronze,55,62,24,28,35,51,60
Abdou Diakhate,Parma,Italy Serie A,CM,Bronze,55,57,37,50,52,51,60
Roberto Criscuolo,Sampdoria,Italy Serie A,CM,Bronze,55,56,26,33,39,50,58
Easah Suliman,Aston Villa,England Premier League,CB,Bronze,55,62,51,41,48,19,52
